cursor_1,cursor_2,cursor_3,cursor_4,cursor_5,cursor_6,cursor_7,cursor_8,cursor_9,cursor_10,cursor_11,cursor_12,cursor_13,cursor_14,cursor_15,cursor_16,cursor_17,cursor_18,cursor_19,cursor_20,cursor_21,cursor_22,cursor_23,cursor_24,cursor_25,cursor_26,cursor_27,cursor_28,cursor_29,cursor_30,cursor_31,cursor_32,cursor_33,cursor_34,cursor_35,colour_1,colour_2,colour_3,colour_4,colour_5,colour_6,colour_7,colour_8,colour_9,colour_10,colour_11,colour_12,colour_13,colour_14,colour_15,colour_16,colour_17,colour_18,colour_19,colour_20,colour_21,colour_22,colour_23,colour_24,colour_25,colour_26,colour_27,colour_28,colour_29,colour_30,colour_31,colour_32,colour_33,colour_34,colour_35,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30,target_31,target_32,target_33,target_34,target_35
0,0,0.102519039250146,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.0462904845593773,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0768892794376099,0.0462904845593773,0.0358293581052808,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0154301615197925,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.0462904845593773,0.0564900828521215,0.0256297598125366,0.041059921332329,0.071920244371914,0.0462904845593773,0.0358293581052808,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926,0.00209058127799926
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.0462904845593773,0.0564900828521215,0.0256297598125366,0.041059921332329,0.071920244371914,0.0462904845593773,0.0358293581052808,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739,0.00833408314399739
0,0,0.0975500041844506,NaN,0.0154301615197925,0.00523056322704829,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0666896811448657,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129,0.0186462971205129
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0666896811448657,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072,0.0328885899102072
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.0101995982927442,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0617206460791698,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508,0.050870437802508
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0617206460791698,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047,0.0723529019612047
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0564900828521215,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228,0.0970529735617228
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0512595196250732,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0564900828521215,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258,0.124648700051258
0,0,0.0975500041844506,NaN,0.0154301615197925,0,0.0101995982927442,0.0462904845593773,0.0308603230395849,0.00523056322704829,0.0206607247468408,0.0206607247468408,0.071920244371914,0.0873504058917065,0.0308603230395849,0.0923194409574023,0.041059921332329,0.0564900828521215,0.0256297598125366,0.041059921332329,0.0564900828521215,0.0462904845593773,0.0308603230395849,0.0206607247468408,0.0101995982927442,0.0512595196250732,0.0256297598125366,0.0206607247468408,0.0206607247468408,0.0256297598125366,0.041059921332329,0.071920244371914,0.0564900828521215,0.0666896811448657,0.0873504058917065,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289,0.154784987982289
