TrialNumber,TargetFeedback,TargetFeedforward,TargetTotalInfo,ColourFeedback,ColourFeedforward,ColourTotalInfo,BothFeedback,BothFeedforward,BothTotalInfo
1,0.06301917384020345,1.7798338579008883,1.8428530317410918,0.0,0.0024937655860348684,0.0024937655860348684,0.06301917384020345,1.7798338579008883,1.8428530317410918
2,0.06370316574814837,1.671280920257069,1.7349840860052175,0.0,0.002493765586034864,0.002493765586034864,0.06370316574814837,1.671280920257069,1.7349840860052175
3,0.06502391701771396,1.6997707510389182,1.7647946680566322,0.0,0.0024937655860348285,0.0024937655860348285,0.06502391701771396,1.6997707510389182,1.7647946680566322
5,0.058098498393003184,1.760290847823875,1.818389346216878,0.0,0.00249376558603482,0.00249376558603482,0.058098498393003184,1.760290847823875,1.818389346216878
6,0.10852538861552499,1.457163398888037,1.565688787503562,0.0,0.0024937655860348684,0.0024937655860348684,0.10852538861552499,1.457163398888037,1.565688787503562
7,0.06746293625996062,1.4540973242712376,1.5215602605311982,0.0,0.002493765586034906,0.002493765586034906,0.06746293625996062,1.4540973242712376,1.5215602605311982
8,0.07194817455551517,1.1287181634660617,1.2006663380215767,0.0,0.0024937655860347136,0.0024937655860347136,0.07194817455551517,1.1287181634660617,1.2006663380215767
9,0.08843619579442231,1.3262956717706536,1.414731867565076,0.02607128340311307,0.1963404014744528,0.22241168487756588,0.0973287628458944,1.2166068087274466,1.313935571573341
10,0.0771971298323314,1.1878973311833954,1.2650944610157269,0.013530931326031271,0.19523001315079544,0.20876094447682672,0.0752262526845574,1.0735568910158428,1.1487831437004001
11,0.06784588121151357,1.2729574944388844,1.3408033756503979,0.013480167787359196,0.2872436144268573,0.30072378221421653,0.063122271930838,1.3413631582650678,1.4044854301959058
12,0.04170452760491544,1.0365884756717416,1.0782930032766571,0.01750227903771774,0.18364060806618931,0.20114288710390707,0.051362445862138464,1.0392974579266583,1.0906599037887967
13,0.08190390912366168,1.328601552257077,1.4105054613807388,0.0272173762691462,0.24701388670855465,0.27423126297770084,0.08799295989940822,1.3298437443857682,1.4178367042851765
14,0.06401561745601243,1.0661891947082478,1.1302048121642603,0.027284573202252974,0.12184238651471613,0.1491269597169691,0.06226885263664651,0.9244182855714789,0.9866871382081254
15,0.061880904733663256,0.8653259643587726,0.9272068690924359,0.005258493169317599,0.13253767873134814,0.13779617190066573,0.052516016316507194,0.8275859081791835,0.8801019244956907
16,0.08489646021465844,1.4655251132401186,1.550421573454777,0.03173258965125228,0.22664630618652956,0.25837889583778184,0.06711499742275323,1.4433722133796365,1.5104872108023897
17,0.07137326278890882,0.9537474163548327,1.0251206791437415,0.007377848002305607,0.2784314192560754,0.285809267258381,0.05940032600653608,0.8543015748587508,0.9137019008652869
18,0.05825256222232248,0.9803847190643509,1.0386372812866733,0.015829461002115696,0.10518182467636769,0.12101128567848339,0.04638048755040645,0.9966547837391136,1.0430352712895201
19,0.0637248901686184,1.1521683841597314,1.21589327432835,0.023766777794857877,0.1917928847118791,0.21555966250673697,0.0616442514466654,1.0798443389893695,1.1414885904360348
20,0.08272346991615263,1.1430741994378684,1.225797669354021,0.030146676360016587,0.10725515238400335,0.13740182874401993,0.0808616159895526,1.1540623829398484,1.234923998929401
21,0.04909893606947454,1.5605379394118721,1.6096368754813466,0.028646862688580965,0.1732347127776081,0.20188157546618907,0.06625067076693253,1.46678944871119,1.5330401194781227
22,0.052735659410540946,1.4392992649439746,1.4920349243545157,0.008522914121257868,0.25858524043744097,0.26710815455869885,0.05494070053472652,1.3357959595734417,1.390736660108168
23,0.07465975949600505,1.3547605975898698,1.4294203570858748,0.007310259971613211,0.23659195308755165,0.24390221305916487,0.06838944837811621,1.2786935418992293,1.3470829902773456
24,0.04417189581617806,1.1695057683341412,1.2136776641503193,0.011026673930319263,0.22613899956681008,0.23716567349712933,0.05589693719814357,1.154953875428188,1.2108508126263315
25,0.05099695346124248,1.1673654388308674,1.2183623922921099,0.012987515232747137,0.2944157724331143,0.30740328766586145,0.05978020506353836,1.1149125477478186,1.1746927528113569
26,0.04994112235765381,1.0877157091212173,1.137656831478871,0.02012031131364889,0.1489660173241859,0.1690863286378348,0.05535211642208297,0.9606441380377284,1.0159962544598113
27,0.05030803249570991,1.165364957028225,1.2156729895239349,0.0,0.00249376558603465,0.00249376558603465,0.05030803249570991,1.165364957028225,1.2156729895239349
28,0.06104413332512749,1.1012191517618484,1.1622632850869759,0.0,0.002493765586034875,0.002493765586034875,0.06104413332512749,1.1012191517618484,1.1622632850869759
29,0.05167387344676626,1.262635940322413,1.3143098137691793,0.0,0.0024937655860350584,0.0024937655860350584,0.05167387344676626,1.262635940322413,1.3143098137691793
30,0.04832650083767862,0.8816184248818214,0.9299449257195,0.0,0.002493765586034663,0.002493765586034663,0.04832650083767862,0.8816184248818214,0.9299449257195
31,0.03139175134128092,0.8672975534829983,0.8986893048242792,0.0,0.0024937655860346386,0.0024937655860346386,0.03139175134128092,0.8672975534829983,0.8986893048242792
32,0.057087413538403825,1.1756456338002328,1.2327330473386366,0.0,0.0024937655860346564,0.0024937655860346564,0.057087413538403825,1.1756456338002328,1.2327330473386366
33,0.039041689614135726,1.2418932215203407,1.2809349111344763,0.0,0.002493765586034749,0.002493765586034749,0.039041689614135726,1.2418932215203407,1.2809349111344763
34,0.06264126109916356,1.0874864344475128,1.1501276955466764,0.0,0.002493765586034979,0.002493765586034979,0.06264126109916356,1.0874864344475128,1.1501276955466764
35,0.07397136174465913,1.1169989206872275,1.1909702824318866,0.0,0.0024937655860347114,0.0024937655860347114,0.07397136174465913,1.1169989206872275,1.1909702824318866
