TrialNumber,TargetFeedback,TargetFeedforward,TargetTotalInfo,ColourFeedback,ColourFeedforward,ColourTotalInfo,BothFeedback,BothFeedforward,BothTotalInfo
25,0.05448423357648049,1.5422096175459017,1.5966938511223823,0.0162029212397955,0.32907101474456274,0.34527393598435824,0.053924747873938715,1.718087207698269,1.7720119555722076
26,0.10031165439484364,1.566084420969748,1.6663960753645917,0.026313397851417744,0.23968339958154722,0.26599679743296495,0.09289728877917182,1.5969612349046844,1.6898585236838564
27,0.046014723633061624,1.5565463486679239,1.6025610723009855,0.0,0.002493765586034864,0.002493765586034864,0.046014723633061624,1.5565463486679239,1.6025610723009855
28,0.041435930408617656,1.6760364099063412,1.7174723403149588,0.0,0.0024937655860349127,0.0024937655860349127,0.041435930408617656,1.6760364099063412,1.7174723403149588
29,0.05454087382039225,1.570930418443723,1.6254712922641152,0.0,0.0024937655860348597,0.0024937655860348597,0.05454087382039225,1.570930418443723,1.6254712922641152
30,0.09658162885112945,1.4639722483737876,1.560553877224917,0.0,0.002493765586034824,0.002493765586034824,0.09658162885112945,1.4639722483737876,1.560553877224917
31,0.08434504050493895,1.501739698160369,1.5860847386653079,0.0,0.00249376558603497,0.00249376558603497,0.08434504050493895,1.501739698160369,1.5860847386653079
32,0.07544911907967354,1.473279553904081,1.5487286729837546,0.0,0.002493765586034877,0.002493765586034877,0.07544911907967354,1.473279553904081,1.5487286729837546
33,0.08422745360702555,1.5460227182979354,1.630250171904961,0.0,0.002493765586034824,0.002493765586034824,0.08422745360702555,1.5460227182979354,1.630250171904961
34,0.058723763309149336,1.8175501136221492,1.8762738769312985,0.0,0.002493765586034822,0.002493765586034822,0.058723763309149336,1.8175501136221492,1.8762738769312985
35,0.05170463343721793,1.6406616840483388,1.6923663174855568,0.0,0.002493765586034877,0.002493765586034877,0.05170463343721793,1.6406616840483388,1.6923663174855568
