TrialNumber,TargetFeedback,TargetFeedforward,TargetTotalInfo,ColourFeedback,ColourFeedforward,ColourTotalInfo,BothFeedback,BothFeedforward,BothTotalInfo
1,0.0684733256068871,1.8465854328497868,1.9150587584566738,0.0,0.0024937655860348684,0.0024937655860348684,0.0684733256068871,1.8465854328497868,1.9150587584566738
2,0.035775206165583225,1.772824778597916,1.8085999847634993,0.0,0.0024937655860348684,0.0024937655860348684,0.035775206165583225,1.772824778597916,1.8085999847634993
3,0.05167438925037171,1.8194461642200426,1.8711205534704143,0.0,0.0024937655860348684,0.0024937655860348684,0.05167438925037171,1.8194461642200426,1.8711205534704143
4,0.05005847361727389,1.846066972983627,1.8961254466009008,0.0,0.0024937655860348684,0.0024937655860348684,0.05005847361727389,1.846066972983627,1.8961254466009008
5,0.051816080140135036,1.8582684907033267,1.9100845708434617,0.0,0.002493765586034939,0.002493765586034939,0.051816080140135036,1.8582684907033267,1.9100845708434617
6,0.07766414067081343,1.475510130190663,1.5531742708614764,0.0,0.002493765586034862,0.002493765586034862,0.07766414067081343,1.475510130190663,1.5531742708614764
7,0.07970702096947646,1.3727431530374372,1.4524501740069138,0.0,0.0024937655860348463,0.0024937655860348463,0.07970702096947646,1.3727431530374372,1.4524501740069138
8,0.08000483565592711,1.5053283509687192,1.5853331866246463,0.0,0.0024937655860348684,0.0024937655860348684,0.08000483565592711,1.5053283509687192,1.5853331866246463
9,0.06426618086620789,1.5260055894186857,1.5902717702848936,0.011320207650169127,0.22198994875743572,0.23331015640760486,0.06301091154751376,1.5187933260663948,1.5818042376139085
10,0.04456521313872015,1.6156692905675227,1.660234503706243,0.008694409342784776,0.1668196074713728,0.1755140168141576,0.044435453650078616,1.497003394958077,1.5414388486081556
11,0.09224341252049148,1.4714589836392356,1.563702396159727,0.03208701401284955,0.11914207750724978,0.15122909152009933,0.10154891983430785,1.3741013739333596,1.4756502937676674
12,0.07908224256084136,1.2127042348120987,1.29178647737294,0.01609289139890186,0.03862352661040255,0.054716418009304414,0.06927532941413084,1.1832380940287532,1.252513423442884
13,,,,,,,,,
14,0.05057406905440574,1.5450332460553815,1.5956073151097871,0.018069822653098776,0.21351450948886747,0.23158433214196625,0.07036967261097199,1.3518713523153054,1.4222410249262774
15,0.07202388072949575,1.5036794868721806,1.5757033676016763,0.02473407682011075,0.08012036363559419,0.10485444045570494,0.07088487312472665,1.41847483431966,1.4893597074443867
16,0.05870423453250404,1.4946341467578508,1.5533383812903547,0.013807823296831761,0.1372632599886588,0.15107108328549054,0.05186932695800774,1.3914053975199496,1.4432747244779573
17,0.0797001535356683,1.2454148137261003,1.3251149672617686,0.0024466928144011722,0.16728368434490556,0.16973037715930675,0.07226487135727354,1.2155826223089492,1.2878474936662228
18,0.07823226888301395,1.1946797951559909,1.2729120640390048,0.03683337062754084,0.1272688617154577,0.16410223234299856,0.08624401295569452,1.1443664170020849,1.2306104299577794
19,0.04824949036018697,1.6285742015002025,1.6768236918603894,0.03833762809125638,0.16247637074732896,0.20081399883858533,0.05215504311055498,1.5347015043871073,1.5868565474976624
20,0.08851246710402014,1.4487229365104601,1.5372354036144802,0.03032612225002938,0.1963101187573862,0.22663624100741556,0.08406247915184045,1.439596216706754,1.5236586958585945
21,0.056525626815406814,1.5080064144566867,1.5645320412720936,0.019639363617219286,0.2321847766355578,0.2518241402527771,0.07302529391725004,1.4183945774737836,1.4914198713910336
22,0.0797628910482011,1.3377035616973936,1.4174664527455947,0.03560312762107931,0.19699247006620255,0.23259559768728186,0.08674968146325453,1.2641201540788758,1.3508698355421302
23,0.04924114341432654,1.4131497056110078,1.4623908490253343,0.008006295410705572,0.21238096943996612,0.2203872648506717,0.06145794222863032,1.2829219646918555,1.3443799069204858
24,0.05918238200988919,1.4561057839079456,1.5152881659178348,0.027634305338723943,0.08126230370593127,0.1088966090446552,0.05792509181262965,1.4230299122961902,1.48095500410882
25,0.048906018822592906,1.4335673222678575,1.4824733410904505,0.02958787517429692,0.14638519189448013,0.17597306706877705,0.038044050354334336,1.3126447710784173,1.3506888214327517
26,0.0733670268088414,1.44856925940569,1.5219362862145314,0.037189191863796954,0.17199146340924434,0.2091806552730413,0.07173953737492093,1.3238403029861465,1.3955798403610675
27,0.06289332536538782,1.4522252117752585,1.5151185371406464,0.0,0.002493765586034822,0.002493765586034822,0.06289332536538782,1.4522252117752585,1.5151185371406464
28,0.06004118665877736,1.5893234140975216,1.649364600756299,0.0,0.002493765586034915,0.002493765586034915,0.06004118665877736,1.5893234140975216,1.649364600756299
29,0.06832221132723902,1.740376269552297,1.808698480879536,0.0,0.0024937655860348684,0.0024937655860348684,0.06832221132723902,1.740376269552297,1.808698480879536
30,0.06475687604799932,1.5981133104388385,1.6628701864868378,0.0,0.0024937655860348155,0.0024937655860348155,0.06475687604799932,1.5981133104388385,1.6628701864868378
31,0.07565134251333633,1.4820749124631196,1.557726254976456,0.0,0.002493765586034862,0.002493765586034862,0.07565134251333633,1.4820749124631196,1.557726254976456
32,0.06093524971235558,1.606465385222572,1.6674006349349277,0.0,0.0024937655860348706,0.0024937655860348706,0.06093524971235558,1.606465385222572,1.6674006349349277
33,0.06849182209983068,1.5771564706116523,1.645648292711483,0.0,0.0024937655860348,0.0024937655860348,0.06849182209983068,1.5771564706116523,1.645648292711483
34,0.0836576632330849,1.5367126091272374,1.6203702723603224,0.0,0.0024937655860348728,0.0024937655860348728,0.0836576632330849,1.5367126091272374,1.6203702723603224
35,0.07216255606967331,1.5104971960580578,1.582659752127731,0.0,0.002493765586034862,0.002493765586034862,0.07216255606967331,1.5104971960580578,1.582659752127731
